,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
2922,A-1282821,MapQuest,241.0,2,2019-07-20 15:34:41,2019-07-20 16:25:00,37.769611,-122.416878,,,0.0,Lane blocked due to accident on US-101 Central Fwy Southbound near US-101 Central Fwy Exit 434A.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-07-20 15:56:00,68.0,68.0,63.0,29.88,10.0,WNW,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,50
2927,A-1290054,MapQuest,241.0,2,2019-07-24 02:14:19,2019-07-24 02:44:05,37.727318,-122.402756,,,0.0,Lane blocked due to accident on US-101 Southbound at I-280.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-07-24 01:56:00,58.0,58.0,84.0,29.98,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2,29
2937,A-1297866,MapQuest,241.0,4,2019-07-29 09:35:52,2019-07-29 10:20:29,37.730801,-122.437515,,,2.02999997139,#1 lane blocked due to accident on I-280 Southbound between US-101 and Exit 52 San Jose Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-07-29 09:33:00,64.0,64.0,67.0,29.96,9.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,44
2953,A-1306484,MapQuest-Bing,241.0,2,2019-08-02 11:06:01,2019-08-02 12:44:13,37.761818,-122.405869,,,0.0,#2 lane blocked due to accident on US-101 Northbound at Mariposa St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-08-02 11:18:00,66.0,66.0,73.0,30.07,10.0,WSW,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,98
2960,A-1312290,MapQuest,241.0,2,2019-08-06 11:24:48,2019-08-06 12:40:46,37.73864,-122.408012,,,0.0,#1 lane blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2019-08-06 10:56:00,67.0,67.0,70.0,29.93,9.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,75
2963,A-1312309,MapQuest,201.0,2,2019-08-06 15:46:25,2019-08-06 17:04:01,37.761818,-122.405869,,,0.0,#2 lane blocked due to accident on US-101 Northbound before Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-08-06 15:53:00,72.0,72.0,59.0,29.89,10.0,WNW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,77
2978,A-1322760,MapQuest,201.0,2,2019-08-12 01:15:03,2019-08-12 02:29:34,37.793243,-122.469635,,,0.0,Accident on US-101 Southbound before Macarthur Tunnel.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-08-12 00:56:00,61.0,61.0,81.0,29.98,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,1,74
2981,A-1325246,MapQuest,201.0,2,2019-08-13 06:44:52,2019-08-13 07:30:54,37.71019,-122.395515,,,0.0,Accident on US-101 Southbound at Exit 429A Alanna Rd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-08-13 06:56:00,61.0,61.0,81.0,29.95,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,46
2982,A-1325261,MapQuest,201.0,2,2019-08-13 07:39:49,2019-08-13 08:09:37,37.769611,-122.416878,,,0.0,Accident on US-101 Central Fwy Southbound at Exit 434A Van Ness Ave.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-08-13 07:56:00,66.0,66.0,68.0,29.96,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,29
2997,A-1337584,MapQuest,201.0,2,2019-06-04 07:52:54,2019-06-04 08:52:33,37.740299,-122.407845,,,0.0,Gore point obstructed due to accident on US-101 Northbound near Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-06-04 07:56:00,58.0,58.0,78.0,29.91,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,59
3005,A-1341592,MapQuest,241.0,3,2019-06-06 09:34:05,2019-06-06 10:48:24,37.732456,-122.414391,,,0.0,Right lane blocked due to accident on I-280 Northbound at Alemany Blvd.,,Alemany Blvd,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-06-06 09:56:00,59.0,59.0,72.0,29.98,10.0,W,21.0,0.0,Mostly Cloudy / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,74
3010,A-1344964,MapQuest,241.0,3,2019-06-08 09:27:30,2019-06-08 10:28:22,37.740452000000005,-122.407814,,,0.0,Lane blocked due to accident on US-101 Northbound at I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-06-08 09:56:00,72.0,72.0,38.0,30.0,10.0,NNW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,60
3011,A-1344986,MapQuest,201.0,3,2019-06-08 13:26:50,2019-06-08 15:11:21,37.76778,-122.395988,,,0.439999997616,Exit ramp from I-280 Northbound to Sixth Street Northbound lane blocked due to accident.,,I-280 N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-06-08 13:53:00,83.0,83.0,23.0,29.97,10.0,WNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,104
3015,A-1347702,MapQuest,241.0,2,2019-06-10 15:47:48,2019-06-10 18:31:16,37.740299,-122.407845,,,0.0,#slow lane blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-06-10 15:56:00,97.0,97.0,22.0,29.94,10.0,WNW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,163
3017,A-1349953,MapQuest,201.0,2,2019-06-11 07:27:19,2019-06-11 08:11:57,37.71019,-122.395515,,,0.0,#3 lane blocked due to accident on US-101 Southbound near Exit 429A Alanna Rd.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-06-11 07:56:00,71.0,71.0,68.0,29.98,10.0,N,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,44
3023,A-1352225,MapQuest,343.0,3,2019-06-12 00:53:24,2019-06-12 02:27:00,37.726303,-122.446014,,,0.0,Earlier accident on I-280 Southbound at Exit 52 San Jose Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-06-12 00:56:00,73.0,73.0,53.0,29.91,10.0,W,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0,93
3025,A-1352253,MapQuest,201.0,3,2019-06-12 08:04:07,2019-06-12 09:18:50,37.76778,-122.395988,,,0.439999997616,Exit ramp from I-280 Northbound to Sixth Street lane blocked due to accident.,,I-280 N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-06-12 07:53:00,74.0,74.0,55.0,29.91,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,74
3026,A-1352274,MapQuest,201.0,2,2019-06-12 09:43:09,2019-06-12 10:42:45,37.762676,-122.405228,,,0.0,Right lane blocked due to accident on US-101 Northbound at Mariposa St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-06-12 09:53:00,78.0,78.0,46.0,29.92,10.0,WNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,59
3033,A-1356816,MapQuest,201.0,3,2019-06-14 08:43:20,2019-06-14 09:57:36,37.729946000000005,-122.439507,,,0.0,Middle lane blocked due to accident on I-280 Northbound at Geneva Ave.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-06-14 08:56:00,58.0,58.0,75.0,29.95,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,74
3034,A-1356817,MapQuest,201.0,2,2019-06-14 08:48:32,2019-06-14 09:48:09,37.731361,-122.423836,,,0.0,Left hand shoulder blocked due to accident on I-280 Northbound at US-101 Exits 430A 430B 431.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-06-14 08:56:00,58.0,58.0,75.0,29.95,10.0,W,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,59
3048,A-1367826,MapQuest,201.0,2,2019-06-20 14:59:52,2019-06-20 15:29:27,37.745090000000005,-122.404984,,,0.0,#3 #4 lane blocked due to accident on US-101 Northbound before Cesar Chavez St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2019-06-20 14:56:00,72.0,72.0,51.0,29.87,10.0,SW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,29
3056,A-1373927,MapQuest,201.0,2,2019-06-24 08:03:39,2019-06-24 09:46:06,37.740299,-122.407845,,,0.0,#1 lane blocked due to accident on US-101 Northbound after Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-06-24 07:56:00,61.0,61.0,78.0,29.88,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,102
3057,A-1373928,MapQuest,201.0,2,2019-06-24 08:09:03,2019-06-24 08:54:00,37.724003,-122.401497,,,0.0,Slow lane blocked due to accident on US-101 Southbound after Exits 430A 430B 431 I-280.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-06-24 07:56:00,61.0,61.0,78.0,29.88,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,8,44
3062,A-1373982,MapQuest,201.0,3,2019-06-24 18:40:20,2019-06-24 19:41:10,37.719143,-122.448479,,,0.0,Right hand shoulder blocked and #4 lane blocked due to accident on I-280 Southbound after Geneva Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-06-24 18:56:00,64.0,64.0,67.0,29.81,10.0,NW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,60
3064,A-1376066,MapQuest,201.0,3,2019-06-25 07:04:44,2019-06-25 07:34:24,37.762787,-122.392723,,,0.0,Accident on I-280 Northbound near Mariposa St.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-06-25 06:53:00,59.0,59.0,78.0,29.83,7.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,29
3066,A-1376079,MapQuest,201.0,3,2019-06-25 07:58:11,2019-06-25 08:42:54,37.789001,-122.387444,,,0.0,Slow lane blocked due to accident on I-80 Eastbound at Bryant St.,,I-80 E,R,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2019-06-25 07:53:00,62.0,62.0,72.0,29.85,7.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,44
3086,A-1387162,MapQuest,201.0,2,2019-06-01 09:28:01,2019-06-01 10:58:25,37.761818,-122.405869,,,0.0,Right hand shoulder blocked due to accident on US-101 Northbound at Mariposa St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-06-01 09:17:00,60.0,60.0,78.0,29.83,10.0,SSE,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,90
3101,A-1390828,MapQuest,201.0,2,2019-05-06 09:46:03,2019-05-06 10:15:43,37.724003,-122.401497,,,0.0,Accident on US-101 Southbound at Exits 430A 430B 431 I-280.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-05-06 09:56:00,55.0,55.0,80.0,29.9,10.0,SW,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,9,29
3102,A-1390833,MapQuest,201.0,3,2019-05-06 10:53:17,2019-05-06 12:10:00,37.789707,-122.386681,,,0.0,#1 lane blocked due to accident on I-80 Eastbound at Bryant St.,,I-80 E,R,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2019-05-06 10:53:00,59.0,59.0,67.0,29.92,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,76
3104,A-1392968,MapQuest,201.0,2,2019-05-07 04:27:10,2019-05-07 05:56:51,37.791862,-122.469627,,,0.0,#2 lane blocked due to accident on CA-1 Park Presidio Blvd Northbound at Lake St.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2019-05-07 04:56:00,54.0,54.0,75.0,30.0,10.0,SW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,4,89
3105,A-1395360,MapQuest,201.0,2,2019-05-08 09:42:20,2019-05-08 10:11:35,37.78907,-122.387367,,,0.0,Right hand shoulder blocked due to accident on I-80 Bay Brg Westbound at Exit 4A Treasure Island Rd.,,I-80 E,R,San Francisco,San Francisco,CA,94111,US,US/Pacific,KOAK,2019-05-08 09:53:00,58.0,58.0,75.0,30.03,10.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,29
3108,A-1397641,MapQuest,201.0,2,2019-05-09 06:46:22,2019-05-09 08:15:18,37.756878,-122.40343500000002,,,0.0,#3 lane blocked due to accident on US-101 Northbound at Exit 432 Bayshore Blvd.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-05-09 06:56:00,56.0,56.0,77.0,29.81,9.0,SSW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,88
3109,A-1400099,MapQuest,201.0,2,2019-05-10 08:35:24,2019-05-10 10:35:04,37.731361,-122.423836,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at US-101.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-05-10 08:56:00,59.0,59.0,72.0,29.79,10.0,NW,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,119
3111,A-1400133,MapQuest,201.0,2,2019-05-10 14:44:45,2019-05-10 15:51:06,37.745419,-122.404854,,,0.0,#5 lane blocked due to accident on US-101 Northbound before Cesar Chavez St.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2019-05-10 14:56:00,68.0,68.0,55.0,29.81,10.0,WNW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,66
3116,A-1401567,MapQuest,201.0,2,2019-05-12 03:14:23,2019-05-12 06:51:08,37.769611,-122.416878,,,0.0,#1 & #2 lane blocked due to accident on US-101 Central Fwy Southbound before Exit 434A Van Ness Ave.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-05-12 02:56:00,54.0,54.0,80.0,29.97,10.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3,216
3120,A-1403777,MapQuest,201.0,3,2019-05-13 14:25:15,2019-05-13 15:30:40,37.807186,-122.368195,,,0.0,Slow lane blocked due to accident on I-80 Eastbound before Bryant St.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-05-13 14:53:00,66.0,66.0,56.0,30.02,10.0,W,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,65
3132,A-1410758,MapQuest,201.0,2,2019-05-16 07:30:09,2019-05-16 07:59:42,37.743961,-122.405602,,,0.0,#3 lane blocked due to accident on US-101 Northbound at I-280 .,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-05-16 07:56:00,55.0,55.0,74.0,29.8,7.0,SW,17.0,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,29
3135,A-1413307,MapQuest,201.0,3,2019-05-17 20:11:25,2019-05-17 21:13:07,37.807842,-122.36748500000002,,,0.0,#1 lane blocked due to accident on I-80 Eastbound before Bryant St.,,I-80 E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-05-17 19:53:00,58.0,58.0,65.0,30.1,10.0,W,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,20,61
3142,A-1415046,MapQuest,201.0,3,2019-05-19 06:33:08,2019-05-19 08:17:52,37.73246,-122.414383,,,0.0,Right hand shoulder blocked due to accident on I-280 Northbound at US-101.,,Alemany Blvd,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-05-19 06:56:00,50.0,50.0,83.0,29.72,8.0,CALM,0.0,0.19,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,104
3143,A-1415053,MapQuest,241.0,3,2019-05-19 06:45:29,2019-05-19 07:30:09,37.731617,-122.434578,,,0.0,#5 lane blocked due to accident on I-280 Southbound at Monterey Blvd.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-05-19 06:56:00,50.0,50.0,83.0,29.72,8.0,CALM,0.0,0.19,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6,44
3149,A-1419954,MapQuest,241.0,3,2019-05-21 10:23:33,2019-05-21 12:38:16,37.732288,-122.414909,,,0.0,#1 lane blocked due to accident on I-280 Southbound at Alemany Blvd.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-05-21 09:56:00,56.0,56.0,80.0,29.94,9.0,W,15.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,134
3152,A-1422375,MapQuest,241.0,2,2019-05-22 07:59:19,2019-05-22 09:15:00,37.727318,-122.402756,,,0.0,One lane blocked due to accident on I-280 Southbound at US-101.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-05-22 07:56:00,56.0,56.0,72.0,29.84,10.0,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,75
3157,A-1424724,MapQuest,201.0,3,2019-05-23 15:02:13,2019-05-23 15:32:01,37.807709,-122.367638,,,0.0,#3 lane blocked due to accident on I-80 Bay Brg Westbound after Exit 4A Treasure Island Rd.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-05-23 14:53:00,68.0,68.0,61.0,29.83,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,29
3159,A-1426860,MapQuest,201.0,3,2019-05-24 07:44:16,2019-05-24 08:30:00,37.729946000000005,-122.439507,,,0.0,Slow lane blocked due to accident on I-280 Northbound at Geneva Ave.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-05-24 07:56:00,59.0,59.0,72.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,45
3160,A-1426861,MapQuest,201.0,3,2019-05-24 07:46:51,2019-05-24 08:32:00,37.732166,-122.430733,,,0.0,#1 lane blocked due to accident on I-280 Northbound at Monterey Blvd.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-05-24 07:56:00,59.0,59.0,72.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,45
3170,A-1436348,MapQuest,236.0,2,2019-05-30 07:17:32,2019-05-30 08:48:43,37.743961,-122.405602,,,0.0,Heavy traffic and right hand shoulder blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-05-30 06:56:00,54.0,54.0,83.0,29.92,9.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,91
3177,A-1441209,MapQuest,201.0,2,2019-05-01 13:40:54,2019-05-01 14:25:22,37.761818,-122.405869,,,0.0,Accident on US-101 Northbound after Vermont St.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-05-01 13:53:00,68.0,68.0,52.0,30.02,10.0,W,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,44
3183,A-1443398,MapQuest,201.0,2,2019-05-02 08:37:45,2019-05-02 10:07:07,37.724003,-122.401497,,,0.0,Left hand shoulder blocked due to accident on I-280 Southbound at US-101.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-05-02 08:56:00,59.0,59.0,67.0,30.03,10.0,NE,3.0,0.0,Fair,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,8,89
3193,A-1453102,MapQuest,201.0,3,2019-04-04 15:15:42,2019-04-04 16:51:56,37.76778,-122.395988,,,0.540000021458,Exit ramp from I-280 Northbound to SIXTH STREET Northbound restrictions on exit ramp due to accident.,,I-280 N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-04-04 14:53:00,62.0,62.0,62.0,30.01,10.0,SW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,96
3196,A-1455533,MapQuest,201.0,2,2019-04-05 05:08:10,2019-04-05 07:07:47,37.727318,-122.402756,,,0.0,Right hand shoulder blocked due to accident on US-101 Southbound at Exits 430B 431 I-280.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-04-05 04:56:00,55.0,55.0,77.0,29.93,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,119
